salary,tenureMonths,engagementScore,performanceScore,absenteeismDays,overtimeHours,lastPromotionMonths,trainingHours,salary_per_tenure,engagement_performance,overtime_absenteeism,promotion_overdue,attrition
0.35688299465568113,-0.5896775000864606,-0.29726577768806656,1.3316596025060699,-0.8983194478044395,-0.396981987070487,-0.007316241349437549,0.11864570799664154,0.40310624878914575,-0.9252183895320488,-0.13097572817261585,0.3348224426751163,0
-0.30957743578240904,-0.6413745736667718,1.409928138610062,0.23033602896603708,0.015117379491752028,0.12307968689373204,-1.2001816787577497,-0.3402766533653154,0.03980896542166848,0.7617574504367456,0.003782637201299898,-1.1427057980932904,0
0.5418456957960577,0.6510522658410062,-0.3737072963282813,-0.21888806024108176,0.47183579313984775,-0.8224869930412118,-0.404938053818875,0.5877663440555306,-0.49071732252161065,-0.2671413073966657,-0.8640020013603996,-0.9145580550334628,0
1.8651319723434556,-1.210042383050194,0.7092142177414269,-0.16092366163371155,0.47183579313984775,0.21763635488722652,-0.404938053818875,0.975300782538961,2.3183905700361542,0.5343246594935196,-0.08210730996009696,1.3343268408419797,0
-0.39630578166577557,-0.8481628679880162,0.4161883962872706,0.3462648261807775,-0.8983194478044395,0.9031721978400606,0.2909001180026405,-0.4422594003346391,0.29436857895413077,-0.0175470323628503,1.5794189092655462,1.3343268408419797,1
-0.3962911357306419,-0.33119213218490506,-0.20808400594114965,-0.030503764767128887,0.47183579313984775,-0.7515694920460909,-0.5043435069362343,-0.6054317954855573,-0.3254782692559727,-0.2511588572952796,-0.8106909996740153,-0.5268192798825245,0
1.966940342604619,1.9951761789290954,-1.7114338725320382,1.1577664066839592,0.015117379491752028,-0.8697653270379588,-1.2001816787577497,-0.5238455979100982,-0.5499228181733092,-1.722923955600657,-0.8669637236763099,-1.5021045593612812,1
0.6967036772691235,0.6510522658410062,-1.367447038651072,0.4911758226992024,-0.4416010341563437,1.399594704805906,0.7879273835894373,-0.10571633533587066,-0.44104019243905584,-1.3149192143060946,1.5669796755387229,-0.16492975640831528,1
-0.5955649496542965,-0.12440383786366056,-1.3801872917577749,-0.9724252421368939,-1.3550378614525351,-1.1297961640200684,-0.20612714758415626,0.35320602602608625,-0.5612159423408296,-0.66375888433315,-1.0950163420013983,-0.3920898469007842,0
0.4118735991043299,-0.6930716472470828,0.47988966182078263,-1.1608095376108467,0.015117379491752028,-0.7752086590444646,-0.6037489600535937,2.382662690715629,0.6148961192961576,1.2594034644616403,-0.7840354988308232,-0.3012258107037967,0
